PropLocation,Address,City,State,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,City,State,County,Zip,Country,Source
"9 ALDER ST.              ","9 ALDER ST.","Jersey City",NJ,40.70596,-74.103159,1,rooftop,9,"Alder St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"10 ALDER ST.             ","10 ALDER ST.","Jersey City",NJ,40.705992,-74.103064,1,rooftop,10,"Alder St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"11 ALDER ST.             ","11 ALDER ST.","Jersey City",NJ,40.705918,-74.103133,1,rooftop,11,"Alder St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"12 ALDER ST.             ","12 ALDER ST.","Jersey City",NJ,40.70595,-74.103041,1,rooftop,12,"Alder St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"24 HOLLY ST.             ","24 HOLLY ST.","Jersey City",NJ,40.705872,-74.103113,1,rooftop,24,"Holly St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"23 HOLLY ST.             ","23 HOLLY ST.","Jersey City",NJ,40.705905,-74.10302,1,rooftop,23,"Holly St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"22 HOLLY ST.             ","22 HOLLY ST.","Jersey City",NJ,40.705825,-74.103087,1,rooftop,22,"Holly St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"21 HOLLY ST.             ","21 HOLLY ST.","Jersey City",NJ,40.705856,-74.102994,1,rooftop,21,"Holly St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"20 HOLLY ST.             ","20 HOLLY ST.","Jersey City",NJ,40.705777,-74.103059,1,rooftop,20,"Holly St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"19 HOLLY ST.             ","19 HOLLY ST.","Jersey City",NJ,40.705809,-74.102966,1,rooftop,19,"Holly St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"18 HOLLY ST.             ","18 HOLLY ST.","Jersey City",NJ,40.705733,-74.103025,1,rooftop,18,"Holly St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"17 HOLLY ST.             ","17 HOLLY ST.","Jersey City",NJ,40.705765,-74.102933,1,rooftop,17,"Holly St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"16 HOLLY ST.             ","16 HOLLY ST.","Jersey City",NJ,40.705683,-74.102998,1,rooftop,16,"Holly St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"15 HOLLY ST.             ","15 HOLLY ST.","Jersey City",NJ,40.705716,-74.102902,1,rooftop,15,"Holly St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"14 HOLLY ST.             ","14 HOLLY ST.","Jersey City",NJ,40.705638,-74.10297,1,rooftop,14,"Holly St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"13 HOLLY ST.             ","13 HOLLY ST.","Jersey City",NJ,40.705669,-74.102876,1,rooftop,13,"Holly St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"25 ALDER ST.             ","25 ALDER ST.","Jersey City",NJ,40.706744,-74.103629,1,rooftop,25,"Alder St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"26 ALDER ST.             ","26 ALDER ST.","Jersey City",NJ,40.706777,-74.103537,1,rooftop,26,"Alder St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"27 ALDER ST.             ","27 ALDER ST.","Jersey City",NJ,40.706702,-74.103606,1,rooftop,27,"Alder St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"28 ALDER ST.             ","28 ALDER ST.","Jersey City",NJ,40.706735,-74.103509,1,rooftop,28,"Alder St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"29 ALDER ST.             ","29 ALDER ST.","Jersey City",NJ,40.706662,-74.103581,1,rooftop,29,"Alder St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"30 ALDER ST.             ","30 ALDER ST.","Jersey City",NJ,40.706693,-74.103488,1,rooftop,30,"Alder St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"31 ALDER ST.             ","31 ALDER ST.","Jersey City",NJ,40.706625,-74.103554,1,rooftop,31,"Alder St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"32 ALDER ST.             ","32 ALDER ST.","Jersey City",NJ,40.706655,-74.103459,1,rooftop,32,"Alder St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"33 ALDER ST.             ","33 ALDER ST.","Jersey City",NJ,40.706582,-74.103526,1,rooftop,33,"Alder St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"34 ALDER ST.             ","34 ALDER ST.","Jersey City",NJ,40.706614,-74.103431,1,rooftop,34,"Alder St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"35 ALDER ST.             ","35 ALDER ST.","Jersey City",NJ,40.706538,-74.103498,1,rooftop,35,"Alder St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"36 ALDER ST.             ","36 ALDER ST.","Jersey City",NJ,40.706569,-74.103405,1,rooftop,36,"Alder St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"48 HOLLY ST.             ","48 HOLLY ST.","Jersey City",NJ,40.706492,-74.103477,1,rooftop,48,"Holly St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"47 HOLLY ST.             ","47 HOLLY ST.","Jersey City",NJ,40.706525,-74.103384,1,rooftop,47,"Holly St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"46 HOLLY ST.             ","46 HOLLY ST.","Jersey City",NJ,40.706445,-74.103453,1,rooftop,46,"Holly St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"45 HOLLY ST.             ","45 HOLLY ST.","Jersey City",NJ,40.706478,-74.10336,1,rooftop,45,"Holly St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"44 HOLLY ST.             ","44 HOLLY ST.","Jersey City",NJ,40.706402,-74.103426,1,rooftop,44,"Holly St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"43 HOLLY ST.             ","43 HOLLY ST.","Jersey City",NJ,40.706434,-74.103333,1,rooftop,43,"Holly St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"42 HOLLY ST.             ","42 HOLLY ST.","Jersey City",NJ,40.706359,-74.103394,1,rooftop,42,"Holly St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"41 HOLLY ST.             ","41 HOLLY ST.","Jersey City",NJ,40.706389,-74.1033,1,rooftop,41,"Holly St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"40 HOLLY ST.             ","40 HOLLY ST.","Jersey City",NJ,40.706307,-74.103363,1,rooftop,40,"Holly St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"39 HOLLY ST.             ","39 HOLLY ST.","Jersey City",NJ,40.70634,-74.103269,1,rooftop,39,"Holly St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"38 HOLLY ST.             ","38 HOLLY ST.","Jersey City",NJ,40.706258,-74.103333,1,rooftop,38,"Holly St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"37 HOLLY ST.             ","37 HOLLY ST.","Jersey City",NJ,40.706291,-74.10324,1,rooftop,37,"Holly St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"49 CHERRY ST.            ","49 CHERRY ST.","Jersey City",NJ,40.705332,-74.102787,1,rooftop,49,"Cherry St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"50 CHERRY ST.            ","50 CHERRY ST.","Jersey City",NJ,40.705259,-74.102743,1,rooftop,50,"Cherry St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"51 CHERRY ST.            ","51 CHERRY ST.","Jersey City",NJ,40.705315,-74.102837,1,rooftop,51,"Cherry St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"52 CHERRY ST.            ","52 CHERRY ST.","Jersey City",NJ,40.705242,-74.102793,1,rooftop,52,"Cherry St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"53 CHERRY ST.            ","53 CHERRY ST.","Jersey City",NJ,40.705298,-74.102886,1,rooftop,53,"Cherry St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"54 CHERRY ST.            ","54 CHERRY ST.","Jersey City",NJ,40.705227,-74.102843,1,rooftop,54,"Cherry St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"55 CHERRY ST.            ","55 CHERRY ST.","Jersey City",NJ,40.705281,-74.102936,1,rooftop,55,"Cherry St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"56 CHERRY ST.            ","56 CHERRY ST.","Jersey City",NJ,40.705207,-74.102894,1,rooftop,56,"Cherry St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"57 CHERRY ST.            ","57 CHERRY ST.","Jersey City",NJ,40.705264,-74.102984,1,rooftop,57,"Cherry St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"58 CHERRY ST.            ","58 CHERRY ST.","Jersey City",NJ,40.70519,-74.102938,1,rooftop,58,"Cherry St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"59 CHERRY ST.            ","59 CHERRY ST.","Jersey City",NJ,40.705247,-74.103034,1,rooftop,59,"Cherry St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"60 CHERRY ST.            ","60 CHERRY ST.","Jersey City",NJ,40.705177,-74.102992,1,rooftop,60,"Cherry St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"61 CHERRY ST.            ","61 CHERRY ST.","Jersey City",NJ,40.705229,-74.103085,1,rooftop,61,"Cherry St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"62 CHERRY ST.            ","62 CHERRY ST.","Jersey City",NJ,40.70516,-74.103043,1,rooftop,62,"Cherry St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"63 CHERRY ST.            ","63 CHERRY ST.","Jersey City",NJ,40.705212,-74.103135,1,rooftop,63,"Cherry St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"64 CHERRY ST.            ","64 CHERRY ST.","Jersey City",NJ,40.705136,-74.103088,1,rooftop,64,"Cherry St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"65 CHERRY ST.            ","65 CHERRY ST.","Jersey City",NJ,40.705195,-74.103184,1,rooftop,65,"Cherry St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"66 CHERRY ST.            ","66 CHERRY ST.","Jersey City",NJ,40.705126,-74.103143,1,rooftop,66,"Cherry St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"67 CHERRY ST.            ","67 CHERRY ST.","Jersey City",NJ,40.705178,-74.103234,1,rooftop,67,"Cherry St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"68 CHERRY ST.            ","68 CHERRY ST.","Jersey City",NJ,40.705109,-74.103192,1,rooftop,68,"Cherry St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"69 CHERRY ST.            ","69 CHERRY ST.","Jersey City",NJ,40.705161,-74.103283,1,rooftop,69,"Cherry St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"70 CHERRY ST.            ","70 CHERRY ST.","Jersey City",NJ,40.705085,-74.10324,1,rooftop,70,"Cherry St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"71 CHERRY ST.            ","71 CHERRY ST.","Jersey City",NJ,40.705144,-74.103333,1,rooftop,71,"Cherry St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"72 CHERRY ST.            ","72 CHERRY ST.","Jersey City",NJ,40.705073,-74.10329,1,rooftop,72,"Cherry St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"73 CHERRY ST.            ","73 CHERRY ST.","Jersey City",NJ,40.705127,-74.103383,1,rooftop,73,"Cherry St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"74 CHERRY ST.            ","74 CHERRY ST.","Jersey City",NJ,40.705056,-74.103341,1,rooftop,74,"Cherry St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"75 CHERRY ST.            ","75 CHERRY ST.","Jersey City",NJ,40.705109,-74.103432,1,rooftop,75,"Cherry St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"76 CHERRY ST.            ","76 CHERRY ST.","Jersey City",NJ,40.705037,-74.103389,1,rooftop,76,"Cherry St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"77 CHERRY ST.            ","77 CHERRY ST.","Jersey City",NJ,40.705095,-74.103475,1,rooftop,77,"Cherry St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"78 CHERRY ST.            ","78 CHERRY ST.","Jersey City",NJ,40.705022,-74.103432,1,rooftop,78,"Cherry St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"1 HOLLY ST.              ","1 HOLLY ST.","Jersey City",NJ,40.705959,-74.103771,1,rooftop,1,"Holly St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"2 HOLLY ST.              ","2 HOLLY ST.","Jersey City",NJ,40.705991,-74.103678,1,rooftop,2,"Holly St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"3 HOLLY ST.              ","3 HOLLY ST.","Jersey City",NJ,40.705918,-74.103747,1,rooftop,3,"Holly St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"4 HOLLY ST.              ","4 HOLLY ST.","Jersey City",NJ,40.705951,-74.103652,1,rooftop,4,"Holly St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"5 HOLLY ST.              ","5 HOLLY ST.","Jersey City",NJ,40.705877,-74.103721,1,rooftop,5,"Holly St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"6 HOLLY ST.              ","6 HOLLY ST.","Jersey City",NJ,40.705909,-74.103629,1,rooftop,6,"Holly St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"7 HOLLY ST.              ","7 HOLLY ST.","Jersey City",NJ,40.705836,-74.103692,1,rooftop,7,"Holly St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"8 HOLLY ST.              ","8 HOLLY ST.","Jersey City",NJ,40.705866,-74.103599,1,rooftop,8,"Holly St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"9 HOLLY ST.              ","9 HOLLY ST.","Jersey City",NJ,40.705793,-74.103666,1,rooftop,9,"Holly St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"10 HOLLY ST.             ","10 HOLLY ST.","Jersey City",NJ,40.705826,-74.10357,1,rooftop,10,"Holly St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"11 HOLLY ST.             ","11 HOLLY ST.","Jersey City",NJ,40.705752,-74.10364,1,rooftop,11,"Holly St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"12 HOLLY ST.             ","12 HOLLY ST.","Jersey City",NJ,40.705784,-74.103547,1,rooftop,12,"Holly St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"24 WALNUT ST.            ","24 WALNUT ST.","Jersey City",NJ,40.705705,-74.103618,1,rooftop,24,"Walnut St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"23 WALNUT ST.            ","23 WALNUT ST.","Jersey City",NJ,40.705739,-74.103526,1,rooftop,23,"Walnut St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"22 WALNUT ST.            ","22 WALNUT ST.","Jersey City",NJ,40.705659,-74.103594,1,rooftop,22,"Walnut St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"21 WALNUT ST.            ","21 WALNUT ST.","Jersey City",NJ,40.705691,-74.103501,1,rooftop,21,"Walnut St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"20 WALNUT ST.            ","20 WALNUT ST.","Jersey City",NJ,40.705614,-74.103567,1,rooftop,20,"Walnut St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"19 WALNUT ST.            ","19 WALNUT ST.","Jersey City",NJ,40.705646,-74.103474,1,rooftop,19,"Walnut St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"18 WALNUT ST.            ","18 WALNUT ST.","Jersey City",NJ,40.705571,-74.103535,1,rooftop,18,"Walnut St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"17 WALNUT ST.            ","17 WALNUT ST.","Jersey City",NJ,40.705602,-74.103441,1,rooftop,17,"Walnut St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"16 WALNUT ST.            ","16 WALNUT ST.","Jersey City",NJ,40.70552,-74.103504,1,rooftop,16,"Walnut St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"15 WALNUT ST.            ","15 WALNUT ST.","Jersey City",NJ,40.705553,-74.103408,1,rooftop,15,"Walnut St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"14 WALNUT ST.            ","14 WALNUT ST.","Jersey City",NJ,40.70547,-74.103473,1,rooftop,14,"Walnut St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"13 WALNUT ST.            ","13 WALNUT ST.","Jersey City",NJ,40.705502,-74.10338,1,rooftop,13,"Walnut St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"25 HOLLY ST.             ","25 HOLLY ST.","Jersey City",NJ,40.706571,-74.104135,1,rooftop,25,"Holly St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"26 HOLLY ST.             ","26 HOLLY ST.","Jersey City",NJ,40.706602,-74.104042,1,rooftop,26,"Holly St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"27 HOLLY ST.             ","27 HOLLY ST.","Jersey City",NJ,40.706529,-74.104112,1,rooftop,27,"Holly St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"28 HOLLY ST.             ","28 HOLLY ST.","Jersey City",NJ,40.706561,-74.104016,1,rooftop,28,"Holly St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"29 HOLLY ST.             ","29 HOLLY ST.","Jersey City",NJ,40.706489,-74.104087,1,rooftop,29,"Holly St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"30 HOLLY ST.             ","30 HOLLY ST.","Jersey City",NJ,40.70652,-74.103994,1,rooftop,30,"Holly St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"31 HOLLY ST.             ","31 HOLLY ST.","Jersey City",NJ,40.706449,-74.104057,1,rooftop,31,"Holly St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"32 HOLLY ST.             ","32 HOLLY ST.","Jersey City",NJ,40.706479,-74.103963,1,rooftop,32,"Holly St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"33 HOLLY ST.             ","33 HOLLY ST.","Jersey City",NJ,40.706405,-74.10403,1,rooftop,33,"Holly St","Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
