PropLocation,Address,City,State,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,City,State,County,Zip,Country,Source
"128 BOORAEM AVE.         ","128 BOORAEM AVE.","Jersey City",NJ,40.741097,-74.051446,1,rooftop,128,"Booraem Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"130 BOORAEM AVE.         ","130 BOORAEM AVE.","Jersey City",NJ,40.741136,-74.05152,1,rooftop,130,"Booraem Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"134 BOORAEM AVE.         ","134 BOORAEM AVE.","Jersey City",NJ,40.741214,-74.051669,1,rooftop,134,"Booraem Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"138 BOORAEM AVE.         ","138 BOORAEM AVE.","Jersey City",NJ,40.741297,-74.051827,1,rooftop,138,"Booraem Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"47 MANHATTAN AVE.        ","47 MANHATTAN AVE.","Jersey City",NJ,40.742263,-74.050907,1,rooftop,47,"Manhattan Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"45 MANHATTAN AVE.        ","45 MANHATTAN AVE.","Jersey City",NJ,40.742229,-74.050828,1,rooftop,45,"Manhattan Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"43 MANHATTAN AVE.        ","43 MANHATTAN AVE.","Jersey City",NJ,40.742195,-74.050748,1,rooftop,43,"Manhattan Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"41 MANHATTAN AVE.        ","41 MANHATTAN AVE.","Jersey City",NJ,40.742164,-74.050674,1,rooftop,41,"Manhattan Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"39 MANHATTAN AVE.        ","39 MANHATTAN AVE.","Jersey City",NJ,40.742134,-74.050604,1,rooftop,39,"Manhattan Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"37 MANHATTAN AVE.        ","37 MANHATTAN AVE.","Jersey City",NJ,40.742098,-74.050519,1,rooftop,37,"Manhattan Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"35 MANHATTAN AVE.        ","35 MANHATTAN AVE.","Jersey City",NJ,40.742061,-74.050431,1,rooftop,35,"Manhattan Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"33 MANHATTAN AVE.        ","33 MANHATTAN AVE.","Jersey City",NJ,40.742027,-74.050353,1,rooftop,33,"Manhattan Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"31 MANHATTAN AVE.        ","31 MANHATTAN AVE.","Jersey City",NJ,40.741994,-74.050274,1,rooftop,31,"Manhattan Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"29 MANHATTAN AVE.        ","29 MANHATTAN AVE.","Jersey City",NJ,40.74196,-74.050195,1,rooftop,29,"Manhattan Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"27 MANHATTAN AVE.        ","27 MANHATTAN AVE.","Jersey City",NJ,40.741927,-74.050116,1,rooftop,27,"Manhattan Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"25 MANHATTAN AVE.        ","25 MANHATTAN AVE.","Jersey City",NJ,40.741893,-74.050038,1,rooftop,25,"Manhattan Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"23 MANHATTAN AVE.        ","23 MANHATTAN AVE.","Jersey City",NJ,40.74186,-74.049959,1,rooftop,23,"Manhattan Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"21 MANHATTAN AVE.        ","21 MANHATTAN AVE.","Jersey City",NJ,40.741826,-74.04988,1,rooftop,21,"Manhattan Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"19 MANHATTAN AVE.        ","19 MANHATTAN AVE.","Jersey City",NJ,40.741793,-74.049801,1,rooftop,19,"Manhattan Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"17 MANHATTAN AVE.        ","17 MANHATTAN AVE.","Jersey City",NJ,40.741759,-74.049723,1,rooftop,17,"Manhattan Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"15 MANHATTAN AVE.        ","15 MANHATTAN AVE.","Jersey City",NJ,40.741726,-74.049644,1,rooftop,15,"Manhattan Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"13 MANHATTAN AVE.        ","13 MANHATTAN AVE.","Jersey City",NJ,40.741692,-74.049565,1,rooftop,13,"Manhattan Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"11 MANHATTAN AVE.        ","11 MANHATTAN AVE.","Jersey City",NJ,40.741659,-74.049486,1,rooftop,11,"Manhattan Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"9 MANHATTAN AVE.         ","9 MANHATTAN AVE.","Jersey City",NJ,40.74162,-74.049395,1,rooftop,9,"Manhattan Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"7 MANHATTAN AVENUE       ","7 MANHATTAN AVENUE","Jersey City",NJ,40.741573,-74.049284,1,rooftop,7,"Manhattan Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"19 SHERMAN AVENUE        ","19 SHERMAN AVENUE","Jersey City",NJ,40.741508,-74.049134,1,rooftop,19,"Sherman Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"17 SHERMAN AVE.          ","17 SHERMAN AVE.","Jersey City",NJ,40.741404,-74.049113,1,rooftop,17,"Sherman Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"15 SHERMAN AVE.          ","15 SHERMAN AVE.","Jersey City",NJ,40.741342,-74.049152,1,rooftop,15,"Sherman Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"13 SHERMAN AVE.          ","13 SHERMAN AVE.","Jersey City",NJ,40.741281,-74.049192,1,rooftop,13,"Sherman Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"11 SHERMAN AVE.          ","11 SHERMAN AVE.","Jersey City",NJ,40.741219,-74.049231,1,rooftop,11,"Sherman Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"80 FERRY ST.             ","80 FERRY ST.","Jersey City",NJ,40.741177,-74.049767,1,rooftop,80,"Ferry St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"82 FERRY ST.             ","82 FERRY ST.","Jersey City",NJ,40.741216,-74.049842,1,rooftop,82,"Ferry St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"84 FERRY ST.             ","84 FERRY ST.","Jersey City",NJ,40.741254,-74.049917,1,rooftop,84,"Ferry St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"86 FERRY ST.             ","86 FERRY ST.","Jersey City",NJ,40.741291,-74.049992,1,rooftop,86,"Ferry St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"88 FERRY ST.             ","88 FERRY ST.","Jersey City",NJ,40.741329,-74.050068,1,rooftop,88,"Ferry St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"90 FERRY ST.             ","90 FERRY ST.","Jersey City",NJ,40.741366,-74.050142,1,rooftop,90,"Ferry St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"92 FERRY ST.             ","92 FERRY ST.","Jersey City",NJ,40.741404,-74.050217,1,rooftop,92,"Ferry St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"94 FERRY ST.             ","94 FERRY ST.","Jersey City",NJ,40.741442,-74.050294,1,rooftop,94,"Ferry St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"96 FERRY ST.             ","96 FERRY ST.","Jersey City",NJ,40.74148,-74.050369,1,rooftop,96,"Ferry St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"98 FERRY ST.             ","98 FERRY ST.","Jersey City",NJ,40.741517,-74.050445,1,rooftop,98,"Ferry St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"100 FERRY ST.            ","100 FERRY ST.","Jersey City",NJ,40.741555,-74.05052,1,rooftop,100,"Ferry St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"102 FERRY ST.            ","102 FERRY ST.","Jersey City",NJ,40.741593,-74.050595,1,rooftop,102,"Ferry St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"104 FERRY ST.            ","104 FERRY ST.","Jersey City",NJ,40.74163,-74.050671,1,rooftop,104,"Ferry St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"129 FRANKLIN ST.         ","129 FRANKLIN ST.","Jersey City",NJ,40.742728,-74.050398,1,rooftop,129,"Franklin St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"125 FRANKLIN ST.         ","125 FRANKLIN ST.","Jersey City",NJ,40.742749,-74.050166,1,rooftop,125,"Franklin St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"123 FRANKLIN ST.         ","123 FRANKLIN ST.","Jersey City",NJ,40.742715,-74.050087,1,rooftop,123,"Franklin St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"117 FRANKLIN ST.         ","117 FRANKLIN ST.","Jersey City",NJ,40.742615,-74.04985,1,rooftop,117,"Franklin St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"115 FRANKLIN ST.         ","115 FRANKLIN ST.","Jersey City",NJ,40.742582,-74.049771,1,rooftop,115,"Franklin St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"111 FRANKLIN ST.         ","111 FRANKLIN ST.","Jersey City",NJ,40.742515,-74.049613,1,rooftop,111,"Franklin St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"109 FRANKLIN STREET      ","109 FRANKLIN STREET","Jersey City",NJ,40.742482,-74.049535,1,rooftop,109,"Franklin St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"107 FRANKLIN ST.         ","107 FRANKLIN ST.","Jersey City",NJ,40.742448,-74.049453,1,rooftop,107,"Franklin St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"105 FRANKLIN ST.         ","105 FRANKLIN ST.","Jersey City",NJ,40.742412,-74.049367,1,rooftop,105,"Franklin St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"103 FRANKLIN STREET      ","103 FRANKLIN STREET","Jersey City",NJ,40.742376,-74.049283,1,rooftop,103,"Franklin St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"101 FRANKLIN STREET      ","101 FRANKLIN STREET","Jersey City",NJ,40.742342,-74.049202,1,rooftop,101,"Franklin St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"97 FRANKLIN ST.          ","97 FRANKLIN ST.","Jersey City",NJ,40.742271,-74.049034,1,rooftop,97,"Franklin St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"95 FRANKLIN ST.          ","95 FRANKLIN ST.","Jersey City",NJ,40.742237,-74.048955,1,rooftop,95,"Franklin St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
