PropLocation,Address,City,State,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,City,State,County,Zip,Country,Source
"453 MERCER ST.           ","453 MERCER ST.","Jersey City",NJ,40.724272,-74.062953,1,rooftop,453,"Mercer St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"451 MERCER ST.           ","451 MERCER ST.","Jersey City",NJ,40.724246,-74.06291,1,rooftop,451,"Mercer St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"449 MERCER ST.           ","449 MERCER ST.","Jersey City",NJ,40.724221,-74.062868,1,rooftop,449,"Mercer St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"447 MERCER ST.           ","447 MERCER ST.","Jersey City",NJ,40.724195,-74.062826,1,rooftop,447,"Mercer St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"7 MILL ROAD              ","7 MILL ROAD","Jersey City",NJ,40.723645,-74.062445,1,rooftop,7,"Mill Rd","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"608 MONTGOMERY ST.       ","608 MONTGOMERY ST.","Jersey City",NJ,40.723451,-74.062595,1,rooftop,608,"Montgomery St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"610 MONTGOMERY ST.       ","610 MONTGOMERY ST.","Jersey City",NJ,40.723461,-74.062715,1,rooftop,610,"Montgomery St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"612 MONTGOMERY ST.       ","612 MONTGOMERY ST.","Jersey City",NJ,40.723488,-74.062798,1,rooftop,612,"Montgomery St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"614 MONTGOMERY ST.       ","614 MONTGOMERY ST.","Jersey City",NJ,40.723515,-74.062887,1,rooftop,614,"Montgomery St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"616 MONTGOMERY ST.       ","616 MONTGOMERY ST.","Jersey City",NJ,40.723543,-74.062976,1,rooftop,616,"Montgomery St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"618 MONTGOMERY ST.       ","618 MONTGOMERY ST.","Jersey City",NJ,40.72357,-74.06306,1,rooftop,618,"Montgomery St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"60 BALDWIN AVE.          ","60 BALDWIN AVE.","Jersey City",NJ,40.72405,-74.063849,1,rooftop,60,"Baldwin Ave","Jersey City",NJ,"Hudson County",07306,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"62 BALDWIN AVE.          ","62 BALDWIN AVE.","Jersey City",NJ,40.724087,-74.06382,1,rooftop,62,"Baldwin Ave","Jersey City",NJ,"Hudson County",07306,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"72 BALDWIN AVE.          ","72 BALDWIN AVE.","Jersey City",NJ,40.724372,-74.0636,1,rooftop,72,"Baldwin Ave","Jersey City",NJ,"Hudson County",07306,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"74 BALDWIN AVE.          ","74 BALDWIN AVE.","Jersey City",NJ,40.724431,-74.063555,1,rooftop,74,"Baldwin Ave","Jersey City",NJ,"Hudson County",07306,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"76 BALDWIN AVE.          ","76 BALDWIN AVE.","Jersey City",NJ,40.724481,-74.063516,1,rooftop,76,"Baldwin Ave","Jersey City",NJ,"Hudson County",07306,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"78 BALDWIN AVE.          ","78 BALDWIN AVE.","Jersey City",NJ,40.72452,-74.063486,1,rooftop,78,"Baldwin Ave","Jersey City",NJ,"Hudson County",07306,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"362 WAYNE STREET         ","362 WAYNE STREET","Jersey City",NJ,40.723802,-74.058996,1,rooftop,362,"Wayne St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"360 WAYNE STREET         ","360 WAYNE STREET","Jersey City",NJ,40.723762,-74.058868,1,rooftop,360,"Wayne St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"358 WAYNE STREET         ","358 WAYNE STREET","Jersey City",NJ,40.723737,-74.058788,1,rooftop,358,"Wayne St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"356 WAYNE STREET         ","356 WAYNE STREET","Jersey City",NJ,40.723707,-74.058689,1,rooftop,356,"Wayne St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"354 WAYNE STREET         ","354 WAYNE STREET","Jersey City",NJ,40.72367,-74.058571,1,rooftop,354,"Wayne St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"352 WAYNE STREET         ","352 WAYNE STREET","Jersey City",NJ,40.723639,-74.058472,1,rooftop,352,"Wayne St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"350 WAYNE ST.            ","350 WAYNE ST.","Jersey City",NJ,40.723614,-74.058392,1,rooftop,350,"Wayne St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"348 WAYNE STREET         ","348 WAYNE STREET","Jersey City",NJ,40.723581,-74.058287,1,rooftop,348,"Wayne St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"346 WAYNE STREET         ","346 WAYNE STREET","Jersey City",NJ,40.723544,-74.058167,1,rooftop,346,"Wayne St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"344 WAYNE STREET         ","344 WAYNE STREET","Jersey City",NJ,40.723509,-74.058055,1,rooftop,344,"Wayne St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"342 WAYNE STREET         ","342 WAYNE STREET","Jersey City",NJ,40.723475,-74.05794,1,rooftop,342,"Wayne St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"340 WAYNE STREET         ","340 WAYNE STREET","Jersey City",NJ,40.723488,-74.057815,1,rooftop,340,"Wayne St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"338 WAYNE STREET         ","338 WAYNE STREET","Jersey City",NJ,40.723479,-74.05768,1,rooftop,338,"Wayne St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"336 WAYNE STREET         ","336 WAYNE STREET","Jersey City",NJ,40.723419,-74.057576,1,rooftop,336,"Wayne St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"334 WAYNE STREET         ","334 WAYNE STREET","Jersey City",NJ,40.723335,-74.057497,1,rooftop,334,"Wayne St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"332 WAYNE STREET         ","332 WAYNE STREET","Jersey City",NJ,40.723303,-74.057395,1,rooftop,332,"Wayne St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"330 WAYNE STREET         ","330 WAYNE STREET","Jersey City",NJ,40.723268,-74.057283,1,rooftop,330,"Wayne St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"328 WAYNE STREET         ","328 WAYNE STREET","Jersey City",NJ,40.723234,-74.057171,1,rooftop,328,"Wayne St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"326 WAYNE STREET         ","326 WAYNE STREET","Jersey City",NJ,40.723199,-74.057059,1,rooftop,326,"Wayne St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"324 WAYNE STREET         ","324 WAYNE STREET","Jersey City",NJ,40.723164,-74.056948,1,rooftop,324,"Wayne St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"322 WAYNE ST.            ","322 WAYNE ST.","Jersey City",NJ,40.723129,-74.056836,1,rooftop,322,"Wayne St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"320 WAYNE STREET         ","320 WAYNE STREET","Jersey City",NJ,40.723094,-74.056724,1,rooftop,320,"Wayne St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"318 WAYNE STREET         ","318 WAYNE STREET","Jersey City",NJ,40.723056,-74.056603,1,rooftop,318,"Wayne St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"292 WAYNE STREET         ","292 WAYNE STREET","Jersey City",NJ,40.722967,-74.056142,1,rooftop,292,"Wayne St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"290 WAYNE STREET         ","290 WAYNE STREET","Jersey City",NJ,40.722876,-74.056023,1,rooftop,290,"Wayne St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"288 WAYNE STREET         ","288 WAYNE STREET","Jersey City",NJ,40.722839,-74.055905,1,rooftop,288,"Wayne St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"286 WAYNE STREET         ","286 WAYNE STREET","Jersey City",NJ,40.722802,-74.055786,1,rooftop,286,"Wayne St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"284 WAYNE STREET         ","284 WAYNE STREET","Jersey City",NJ,40.722765,-74.055667,1,rooftop,284,"Wayne St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"282 WAYNE STREET         ","282 WAYNE STREET","Jersey City",NJ,40.722728,-74.055549,1,rooftop,282,"Wayne St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"280 WAYNE STREET         ","280 WAYNE STREET","Jersey City",NJ,40.722691,-74.05543,1,rooftop,280,"Wayne St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"278 WAYNE ST.            ","278 WAYNE ST.","Jersey City",NJ,40.722654,-74.055312,1,rooftop,278,"Wayne St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"276 WAYNE STREET         ","276 WAYNE STREET","Jersey City",NJ,40.722617,-74.055193,1,rooftop,276,"Wayne St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"274 WAYNE STREET         ","274 WAYNE STREET","Jersey City",NJ,40.722637,-74.054985,1,rooftop,274,"Wayne St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"369 WAYNE STREET         ","369 WAYNE STREET","Jersey City",NJ,40.723582,-74.059153,1,rooftop,369,"Wayne St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"367 WAYNE ST             ","367 WAYNE ST","Jersey City",NJ,40.723593,-74.059037,1,rooftop,367,"Wayne St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"365 WAYNE STREET         ","365 WAYNE STREET","Jersey City",NJ,40.723574,-74.058977,1,rooftop,365,"Wayne St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"363 WAYNE ST.            ","363 WAYNE ST.","Jersey City",NJ,40.723555,-74.058917,1,rooftop,363,"Wayne St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"361 WAYNE STREET         ","361 WAYNE STREET","Jersey City",NJ,40.723536,-74.058857,1,rooftop,361,"Wayne St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"359 WAYNE STREET         ","359 WAYNE STREET","Jersey City",NJ,40.723514,-74.058785,1,rooftop,359,"Wayne St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"357 WAYNE STREET         ","357 WAYNE STREET","Jersey City",NJ,40.723487,-74.0587,1,rooftop,357,"Wayne St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"355 WAYNE STREET         ","355 WAYNE STREET","Jersey City",NJ,40.723465,-74.058627,1,rooftop,355,"Wayne St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"353 WAYNE STREET         ","353 WAYNE STREET","Jersey City",NJ,40.723446,-74.058567,1,rooftop,353,"Wayne St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"351 WAYNE STREET         ","351 WAYNE STREET","Jersey City",NJ,40.723427,-74.058507,1,rooftop,351,"Wayne St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"349 WAYNE STREET         ","349 WAYNE STREET","Jersey City",NJ,40.723409,-74.058447,1,rooftop,349,"Wayne St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"347 WAYNE STREET         ","347 WAYNE STREET","Jersey City",NJ,40.723386,-74.058374,1,rooftop,347,"Wayne St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"345 WAYNE STREET         ","345 WAYNE STREET","Jersey City",NJ,40.723359,-74.058289,1,rooftop,345,"Wayne St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"343 WAYNE STREET         ","343 WAYNE STREET","Jersey City",NJ,40.723337,-74.058216,1,rooftop,343,"Wayne St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"341 WAYNE STREET         ","341 WAYNE STREET","Jersey City",NJ,40.723318,-74.058156,1,rooftop,341,"Wayne St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"339 WAYNE STREET         ","339 WAYNE STREET","Jersey City",NJ,40.723299,-74.058096,1,rooftop,339,"Wayne St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"337 WAYNE STREET         ","337 WAYNE STREET","Jersey City",NJ,40.72328,-74.058035,1,rooftop,337,"Wayne St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"335 WAYNE STREET         ","335 WAYNE STREET","Jersey City",NJ,40.723194,-74.057987,1,rooftop,335,"Wayne St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"342 MERCER LOOP          ","342 MERCER LOOP","Jersey City",NJ,40.722813,-74.058188,1,rooftop,342,"Mercer St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"344 MERCER LOOP          ","344 MERCER LOOP","Jersey City",NJ,40.722826,-74.058338,1,rooftop,344,"Mercer St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"346 MERCER LOOP          ","346 MERCER LOOP","Jersey City",NJ,40.722866,-74.058465,1,rooftop,346,"Mercer St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"348 MERCER LOOP          ","348 MERCER LOOP","Jersey City",NJ,40.722911,-74.058609,1,rooftop,348,"Mercer St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"350 MERCER STREET        ","350 MERCER STREET","Jersey City",NJ,40.72295,-74.058736,1,rooftop,350,"Mercer St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"352 MERCER LOOP          ","352 MERCER LOOP","Jersey City",NJ,40.722985,-74.058848,1,rooftop,352,"Mercer St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"354 MERCER LOOP          ","354 MERCER LOOP","Jersey City",NJ,40.723025,-74.058976,1,rooftop,354,"Mercer St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"356 MERCER STREET        ","356 MERCER STREET","Jersey City",NJ,40.72307,-74.059119,1,rooftop,356,"Mercer St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"358 MERCER LOOP          ","358 MERCER LOOP","Jersey City",NJ,40.72311,-74.059247,1,rooftop,358,"Mercer St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"360 MERCER ST.           ","360 MERCER ST.","Jersey City",NJ,40.723188,-74.05937,1,rooftop,360,"Mercer St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"333 WAYNE STREET         ","333 WAYNE STREET","Jersey City",NJ,40.723134,-74.05768,1,rooftop,333,"Wayne St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"331 WAYNE STREET         ","331 WAYNE STREET","Jersey City",NJ,40.723119,-74.057517,1,rooftop,331,"Wayne St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"329 WAYNE STREET         ","329 WAYNE STREET","Jersey City",NJ,40.723082,-74.0574,1,rooftop,329,"Wayne St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"327 WAYNE STREET         ","327 WAYNE STREET","Jersey City",NJ,40.723046,-74.057284,1,rooftop,327,"Wayne St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"325 WAYNE STREET         ","325 WAYNE STREET","Jersey City",NJ,40.72301,-74.057167,1,rooftop,325,"Wayne St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"323 WAYNE STREET         ","323 WAYNE STREET","Jersey City",NJ,40.722973,-74.05705,1,rooftop,323,"Wayne St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"321 WAYNE STREET         ","321 WAYNE STREET","Jersey City",NJ,40.722937,-74.056933,1,rooftop,321,"Wayne St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"319 WAYNE STREET         ","319 WAYNE STREET","Jersey City",NJ,40.7229,-74.056816,1,rooftop,319,"Wayne St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"317 WAYNE STREET         ","317 WAYNE STREET","Jersey City",NJ,40.722864,-74.056699,1,rooftop,317,"Wayne St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"23 CHOPIN COURT          ","23 CHOPIN COURT","Jersey City",NJ,40.722656,-74.056031,1,rooftop,23,"Chopin Ct","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"21 CHOPIN COURT          ","21 CHOPIN COURT","Jersey City",NJ,40.722512,-74.056001,1,rooftop,21,"Chopin Ct","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"19 CHOPIN COURT          ","19 CHOPIN COURT","Jersey City",NJ,40.722427,-74.056048,1,rooftop,19,"Chopin Ct","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"17 CHOPIN COURT          ","17 CHOPIN COURT","Jersey City",NJ,40.722341,-74.056095,1,rooftop,17,"Chopin Ct","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"15 CHOPIN COURT          ","15 CHOPIN COURT","Jersey City",NJ,40.722255,-74.056142,1,rooftop,15,"Chopin Ct","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"13 CHOPIN COURT          ","13 CHOPIN COURT","Jersey City",NJ,40.722166,-74.05619,1,rooftop,13,"Chopin Ct","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"11 CHOPIN COURT          ","11 CHOPIN COURT","Jersey City",NJ,40.722073,-74.056241,1,rooftop,11,"Chopin Ct","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"9 CHOPIN COURT           ","9 CHOPIN COURT","Jersey City",NJ,40.721982,-74.05629,1,rooftop,9,"Chopin Ct","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"7 CHOPIN COURT           ","7 CHOPIN COURT","Jersey City",NJ,40.721892,-74.056339,1,rooftop,7,"Chopin Ct","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"5 CHOPIN COURT           ","5 CHOPIN COURT","Jersey City",NJ,40.721802,-74.056388,1,rooftop,5,"Chopin Ct","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"3 CHOPIN COURT           ","3 CHOPIN COURT","Jersey City",NJ,40.721712,-74.056438,1,rooftop,3,"Chopin Ct","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"340 MERCER LOOP          ","340 MERCER LOOP","Jersey City",NJ,40.722727,-74.057939,1,rooftop,340,"Mercer St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"338 MERCER LOOP          ","338 MERCER LOOP","Jersey City",NJ,40.722664,-74.057825,1,rooftop,338,"Mercer St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"336 MERCER LOOP          ","336 MERCER LOOP","Jersey City",NJ,40.722618,-74.05769,1,rooftop,336,"Mercer St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"334 MERCER LOOP          ","334 MERCER LOOP","Jersey City",NJ,40.722576,-74.057546,1,rooftop,334,"Mercer St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"332 MERCER LOOP          ","332 MERCER LOOP","Jersey City",NJ,40.722539,-74.057431,1,rooftop,332,"Mercer St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"330 MERCER LOOP          ","330 MERCER LOOP","Jersey City",NJ,40.7225,-74.057374,1,rooftop,330,"Mercer St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"328 MERCER LOOP          ","328 MERCER LOOP","Jersey City",NJ,40.722468,-74.057345,1,rooftop,328,"Mercer St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"326 MERCER LOOP          ","326 MERCER LOOP","Jersey City",NJ,40.722396,-74.057326,1,rooftop,326,"Mercer St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"325 MERCER LOOP          ","325 MERCER LOOP","Jersey City",NJ,40.722301,-74.057355,1,rooftop,325,"Mercer St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"327 MERCER LOOP          ","327 MERCER LOOP","Jersey City",NJ,40.722241,-74.057425,1,rooftop,327,"Mercer St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"329 MERCER LOOP          ","329 MERCER LOOP","Jersey City",NJ,40.722216,-74.057497,1,rooftop,329,"Mercer St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"331 MERCER LOOP          ","331 MERCER LOOP","Jersey City",NJ,40.72221,-74.057554,1,rooftop,331,"Mercer St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"333 MERCER LOOP          ","333 MERCER LOOP","Jersey City",NJ,40.722216,-74.057619,1,rooftop,333,"Mercer St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"335 MERCER LOOP          ","335 MERCER LOOP","Jersey City",NJ,40.72225,-74.057729,1,rooftop,335,"Mercer St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
