PropLocation,Address,City,State,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,City,State,County,Zip,Country,Source
"347 SIP AVE.             ","347 SIP AVE.","Jersey City",NJ,40.733258,-74.076639,1,rooftop,347,"Sip Ave","Jersey City",NJ,"Hudson County",07306,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"345 SIP AVE.             ","345 SIP AVE.","Jersey City",NJ,40.733237,-74.076551,1,rooftop,345,"Sip Ave","Jersey City",NJ,"Hudson County",07306,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"343 SIP AVE.             ","343 SIP AVE.","Jersey City",NJ,40.733186,-74.076465,1,rooftop,343,"Sip Ave","Jersey City",NJ,"Hudson County",07306,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"19 HOLMES AVE.           ","19 HOLMES AVE.","Jersey City",NJ,40.733042,-74.076551,1,rooftop,19,"Holmes Ave","Jersey City",NJ,"Hudson County",07306,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"15A HOLMES AVE.          ","15A HOLMES AVE.","Jersey City",NJ,40.732939,-74.076614,1,rooftop,"15 A","Holmes Ave","Jersey City",NJ,"Hudson County",07306,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"15 HOLMES AV.            ","15 HOLMES AV.","Jersey City",NJ,40.732892,-74.076643,1,rooftop,15,"Holmes Ave","Jersey City",NJ,"Hudson County",07306,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"13 HOLMES AVE.           ","13 HOLMES AVE.","Jersey City",NJ,40.732846,-74.076671,1,rooftop,13,"Holmes Ave","Jersey City",NJ,"Hudson County",07306,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"11 HOLMES AVE.           ","11 HOLMES AVE.","Jersey City",NJ,40.732798,-74.0767,1,rooftop,11,"Holmes Ave","Jersey City",NJ,"Hudson County",07306,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"9 HOLMES AVE.            ","9 HOLMES AVE.","Jersey City",NJ,40.732725,-74.076745,1,rooftop,9,"Holmes Ave","Jersey City",NJ,"Hudson County",07306,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"5 HOLMES AV.             ","5 HOLMES AV.","Jersey City",NJ,40.732633,-74.076801,1,rooftop,5,"Holmes Ave","Jersey City",NJ,"Hudson County",07306,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"3 HOLMES AV.             ","3 HOLMES AV.","Jersey City",NJ,40.73255,-74.076851,1,rooftop,3,"Holmes Ave","Jersey City",NJ,"Hudson County",07306,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"2 EMERSON AVE.           ","2 EMERSON AVE.","Jersey City",NJ,40.732773,-74.077454,1,rooftop,2,"Emerson Ave","Jersey City",NJ,"Hudson County",07306,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"4 EMERSON AVE            ","4 EMERSON AVE","Jersey City",NJ,40.732837,-74.077415,1,rooftop,4,"Emerson Ave","Jersey City",NJ,"Hudson County",07306,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"6-8 EMERSON AVE.         ","6-8 EMERSON AVE.","Jersey City",NJ,40.732944,-74.077358,1,rooftop,6,"Emerson Ave","Jersey City",NJ,"Hudson County",07306,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"10 EMERSON AVE.          ","10 EMERSON AVE.","Jersey City",NJ,40.733039,-74.077292,1,rooftop,10,"Emerson Ave","Jersey City",NJ,"Hudson County",07306,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"14 EMERSON AVE.          ","14 EMERSON AVE.","Jersey City",NJ,40.733132,-74.077235,1,rooftop,14,"Emerson Ave","Jersey City",NJ,"Hudson County",07306,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"99 LOGAN AVE.            ","99 LOGAN AVE.","Jersey City",NJ,40.734047,-74.076669,1,rooftop,99,"Logan Ave","Jersey City",NJ,"Hudson County",07306,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"95 LOGAN AVE.            ","95 LOGAN AVE.","Jersey City",NJ,40.734028,-74.076509,1,rooftop,95,"Logan Ave","Jersey City",NJ,"Hudson County",07306,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"89 LOGAN AVE.            ","89 LOGAN AVE.","Jersey City",NJ,40.733969,-74.076258,1,rooftop,89,"Logan Ave","Jersey City",NJ,"Hudson County",07306,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"87 LOGAN AVE.            ","87 LOGAN AVE.","Jersey City",NJ,40.733948,-74.076172,1,rooftop,87,"Logan Ave","Jersey City",NJ,"Hudson County",07306,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"83 LOGAN AVE.            ","83 LOGAN AVE.","Jersey City",NJ,40.733905,-74.075991,1,rooftop,83,"Logan Ave","Jersey City",NJ,"Hudson County",07306,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"79 LOGAN AVE.            ","79 LOGAN AVE.","Jersey City",NJ,40.733864,-74.07582,1,rooftop,79,"Logan Ave","Jersey City",NJ,"Hudson County",07306,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"77 LOGAN AVE.            ","77 LOGAN AVE.","Jersey City",NJ,40.733844,-74.075734,1,rooftop,77,"Logan Ave","Jersey City",NJ,"Hudson County",07306,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"75 LOGAN AVE.            ","75 LOGAN AVE.","Jersey City",NJ,40.733823,-74.075648,1,rooftop,75,"Logan Ave","Jersey City",NJ,"Hudson County",07306,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"73 LOGAN AVE.            ","73 LOGAN AVE.","Jersey City",NJ,40.733803,-74.075562,1,rooftop,73,"Logan Ave","Jersey City",NJ,"Hudson County",07306,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"71 LOGAN AVE.            ","71 LOGAN AVE.","Jersey City",NJ,40.733782,-74.075476,1,rooftop,71,"Logan Ave","Jersey City",NJ,"Hudson County",07306,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"51 BRYANT AVE.           ","51 BRYANT AVE.","Jersey City",NJ,40.73371,-74.075174,1,rooftop,51,"Bryant Ave","Jersey City",NJ,"Hudson County",07306,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"49 BRYANT                ","49 BRYANT","Jersey City",NJ,40.733621,-74.07516,1,rooftop,49,"Bryant Ave","Jersey City",NJ,"Hudson County",07306,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"45-47 BRYANT AVE.        ","45-47 BRYANT AVE.","Jersey City",NJ,40.733514,-74.075219,1,rooftop,47,"Bryant Ave","Jersey City",NJ,"Hudson County",07306,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"322 SIP AVE.             ","322 SIP AVE.","Jersey City",NJ,40.733267,-74.075382,1,rooftop,322,"Sip Ave","Jersey City",NJ,"Hudson County",07306,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"324 SIP AVENUE           ","324 SIP AVENUE","Jersey City",NJ,40.73326,-74.075503,1,rooftop,324,"Sip Ave","Jersey City",NJ,"Hudson County",07306,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"326 SIP AVE.             ","326 SIP AVE.","Jersey City",NJ,40.733281,-74.075588,1,rooftop,326,"Sip Ave","Jersey City",NJ,"Hudson County",07306,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"328 SIP AVE.             ","328 SIP AVE.","Jersey City",NJ,40.733301,-74.075674,1,rooftop,328,"Sip Ave","Jersey City",NJ,"Hudson County",07306,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"332 SIP AVE.             ","332 SIP AVE.","Jersey City",NJ,40.733342,-74.075846,1,rooftop,332,"Sip Ave","Jersey City",NJ,"Hudson County",07306,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"334 SIP AVE.             ","334 SIP AVE.","Jersey City",NJ,40.733362,-74.075932,1,rooftop,334,"Sip Ave","Jersey City",NJ,"Hudson County",07306,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"336 SIP AVE.             ","336 SIP AVE.","Jersey City",NJ,40.733383,-74.076018,1,rooftop,336,"Sip Ave","Jersey City",NJ,"Hudson County",07306,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"338 SIP AVE.             ","338 SIP AVE.","Jersey City",NJ,40.733403,-74.076104,1,rooftop,338,"Sip Ave","Jersey City",NJ,"Hudson County",07306,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"340 SIP AVE.             ","340 SIP AVE.","Jersey City",NJ,40.733424,-74.07619,1,rooftop,340,"Sip Ave","Jersey City",NJ,"Hudson County",07306,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"342 SIP AVE.             ","342 SIP AVE.","Jersey City",NJ,40.733444,-74.076276,1,rooftop,342,"Sip Ave","Jersey City",NJ,"Hudson County",07306,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"344 SIP AVE.             ","344 SIP AVE.","Jersey City",NJ,40.733465,-74.076361,1,rooftop,344,"Sip Ave","Jersey City",NJ,"Hudson County",07306,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"346 SIP AVE.             ","346 SIP AVE.","Jersey City",NJ,40.733485,-74.076447,1,rooftop,346,"Sip Ave","Jersey City",NJ,"Hudson County",07306,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"348 SIP AVE.             ","348 SIP AVE.","Jersey City",NJ,40.733506,-74.076533,1,rooftop,348,"Sip Ave","Jersey City",NJ,"Hudson County",07306,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"24 EMERSON AVE.          ","24 EMERSON AVE.","Jersey City",NJ,40.733583,-74.076859,1,rooftop,24,"Emerson Ave","Jersey City",NJ,"Hudson County",07306,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"26 EMERSON AVE.          ","26 EMERSON AVE.","Jersey City",NJ,40.733679,-74.0769,1,rooftop,26,"Emerson Ave","Jersey City",NJ,"Hudson County",07306,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"28 EMERSON AVE.          ","28 EMERSON AVE.","Jersey City",NJ,40.733741,-74.076862,1,rooftop,28,"Emerson Ave","Jersey City",NJ,"Hudson County",07306,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"30 EMERSON AVE.          ","30 EMERSON AVE.","Jersey City",NJ,40.733803,-74.076824,1,rooftop,30,"Emerson Ave","Jersey City",NJ,"Hudson County",07306,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"32 EMERSON AVE.          ","32 EMERSON AVE.","Jersey City",NJ,40.733865,-74.076786,1,rooftop,32,"Emerson Ave","Jersey City",NJ,"Hudson County",07306,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"339 SIP AVE.             ","339 SIP AVE.","Jersey City",NJ,40.733129,-74.076197,1,rooftop,339,"Sip Ave","Jersey City",NJ,"Hudson County",07306,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"333 SIP AVE.             ","333 SIP AVE.","Jersey City",NJ,40.733125,-74.076082,1,rooftop,333,"Sip Ave","Jersey City",NJ,"Hudson County",07306,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"327 SIP AV.              ","327 SIP AV.","Jersey City",NJ,40.733063,-74.075822,1,rooftop,327,"Sip Ave","Jersey City",NJ,"Hudson County",07306,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"325 SIP AV.              ","325 SIP AV.","Jersey City",NJ,40.73304,-74.075726,1,rooftop,325,"Sip Ave","Jersey City",NJ,"Hudson County",07306,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"323 SIP AV.              ","323 SIP AV.","Jersey City",NJ,40.733019,-74.07564,1,rooftop,323,"Sip Ave","Jersey City",NJ,"Hudson County",07306,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"19 BRYANT AVE.           ","19 BRYANT AVE.","Jersey City",NJ,40.732692,-74.075732,1,rooftop,19,"Bryant Ave","Jersey City",NJ,"Hudson County",07306,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"17 BRYANT AV.            ","17 BRYANT AV.","Jersey City",NJ,40.73263,-74.07577,1,rooftop,17,"Bryant Ave","Jersey City",NJ,"Hudson County",07306,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"15 BRYANT AVE.           ","15 BRYANT AVE.","Jersey City",NJ,40.732568,-74.075808,1,rooftop,15,"Bryant Ave","Jersey City",NJ,"Hudson County",07306,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"13 BRYANT AV.            ","13 BRYANT AV.","Jersey City",NJ,40.732506,-74.075847,1,rooftop,13,"Bryant Ave","Jersey City",NJ,"Hudson County",07306,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"11 BRYANT AVE.           ","11 BRYANT AVE.","Jersey City",NJ,40.732444,-74.075885,1,rooftop,11,"Bryant Ave","Jersey City",NJ,"Hudson County",07306,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"9 BRYANT AVE             ","9 BRYANT AVE","Jersey City",NJ,40.732382,-74.075923,1,rooftop,9,"Bryant Ave","Jersey City",NJ,"Hudson County",07306,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"7 BRYANT AVE.            ","7 BRYANT AVE.","Jersey City",NJ,40.73232,-74.075962,1,rooftop,7,"Bryant Ave","Jersey City",NJ,"Hudson County",07306,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"5 BRYANT AV.             ","5 BRYANT AV.","Jersey City",NJ,40.732254,-74.076002,1,rooftop,5,"Bryant Ave","Jersey City",NJ,"Hudson County",07306,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"3 BRYANT AV.             ","3 BRYANT AV.","Jersey City",NJ,40.732182,-74.076046,1,rooftop,3,"Bryant Ave","Jersey City",NJ,"Hudson County",07306,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"2-4 HOLMES AVE.          ","2-4 HOLMES AVE.","Jersey City",NJ,40.732483,-74.076602,1,rooftop,2,"Holmes Ave","Jersey City",NJ,"Hudson County",07306,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"6 HOLMES AVE.            ","6 HOLMES AVE.","Jersey City",NJ,40.73255,-74.076553,1,rooftop,6,"Holmes Ave","Jersey City",NJ,"Hudson County",07306,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"8 HOLMES AVE.            ","8 HOLMES AVE.","Jersey City",NJ,40.732612,-74.076515,1,rooftop,8,"Holmes Ave","Jersey City",NJ,"Hudson County",07306,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"10 HOLMES AV.            ","10 HOLMES AV.","Jersey City",NJ,40.732675,-74.076477,1,rooftop,10,"Holmes Ave","Jersey City",NJ,"Hudson County",07306,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"12 HOLMES AV.            ","12 HOLMES AV.","Jersey City",NJ,40.732737,-74.076439,1,rooftop,12,"Holmes Ave","Jersey City",NJ,"Hudson County",07306,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"14 HOLMES AVE.           ","14 HOLMES AVE.","Jersey City",NJ,40.732799,-74.076401,1,rooftop,14,"Holmes Ave","Jersey City",NJ,"Hudson County",07306,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"16 HOLMES AV.            ","16 HOLMES AV.","Jersey City",NJ,40.732861,-74.076363,1,rooftop,16,"Holmes Ave","Jersey City",NJ,"Hudson County",07306,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"18 HOLMES AVE.           ","18 HOLMES AVE.","Jersey City",NJ,40.732924,-74.076325,1,rooftop,18,"Holmes Ave","Jersey City",NJ,"Hudson County",07306,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"313 SIP AVE.             ","313 SIP AVE.","Jersey City",NJ,40.732862,-74.074979,1,rooftop,313,"Sip Ave","Jersey City",NJ,"Hudson County",07306,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"309 SIP AVE.             ","309 SIP AVE.","Jersey City",NJ,40.732811,-74.074763,1,rooftop,309,"Sip Ave","Jersey City",NJ,"Hudson County",07306,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"307 SIP AVE.             ","307 SIP AVE.","Jersey City",NJ,40.73279,-74.074676,1,rooftop,307,"Sip Ave","Jersey City",NJ,"Hudson County",07306,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"25 HAWTHORNE AVE.        ","25 HAWTHORNE AVE.","Jersey City",NJ,40.73249,-74.074743,1,rooftop,25,"Hawthorne Ave","Jersey City",NJ,"Hudson County",07306,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"23 HAWTHORNE AVE.        ","23 HAWTHORNE AVE.","Jersey City",NJ,40.732428,-74.074781,1,rooftop,23,"Hawthorne Ave","Jersey City",NJ,"Hudson County",07306,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
