PropLocation,Address,City,State,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,City,State,County,Zip,Country,Source
"202 BRUNSWICK ST.        ","202 BRUNSWICK ST.","Jersey City",NJ,40.726919,-74.050134,1,rooftop,202,"Brunswick St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"204 BRUNSWICK ST.        ","204 BRUNSWICK ST.","Jersey City",NJ,40.726968,-74.050126,1,rooftop,204,"Brunswick St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"206-8 BRUNSWICK ST.      ","206-8 BRUNSWICK ST.","Jersey City",NJ,40.719453,-74.052558,1,range_interpolation,206-8,"Brunswick St","Jersey City",NJ,"Hudson County",07302,US,"TIGER/Line® dataset from the US Census Bureau"
"365 EIGHTH ST.           ","365 EIGHTH ST.","Jersey City",NJ,40.727238,-74.050003,1,rooftop,365,"8th St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"363 EIGHTH ST.           ","363 EIGHTH ST.","Jersey City",NJ,40.727231,-74.049932,1,rooftop,363,"8th St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"361 EIGHTH ST.           ","361 EIGHTH ST.","Jersey City",NJ,40.727225,-74.04986,1,rooftop,361,"8th St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"359 EIGHTH ST.           ","359 EIGHTH ST.","Jersey City",NJ,40.727219,-74.049788,1,rooftop,359,"8th St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"357 EIGHTH ST.           ","357 EIGHTH ST.","Jersey City",NJ,40.727094,-74.049705,1,rooftop,357,"8th St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"351 EIGHTH ST.           ","351 EIGHTH ST.","Jersey City",NJ,40.727063,-74.049436,1,rooftop,351,"8th St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"349 EIGHTH ST.           ","349 EIGHTH ST.","Jersey City",NJ,40.727181,-74.049349,1,rooftop,349,"8th St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"347 EIGHTH ST.           ","347 EIGHTH ST.","Jersey City",NJ,40.727173,-74.04926,1,rooftop,347,"8th St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"345 EIGHTH ST.           ","345 EIGHTH ST.","Jersey City",NJ,40.727165,-74.049175,1,rooftop,345,"8th St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"343.5 EIGHTH STREET      ","343.5 EIGHTH STREET","Jersey City",NJ,40.726759,-74.045198,0.8,street_center,,"8th St","Jersey City",NJ,"Hudson County",07302,US,"TIGER/Line® dataset from the US Census Bureau"
"343 EIGHTH ST.           ","343 EIGHTH ST.","Jersey City",NJ,40.727155,-74.049061,1,rooftop,343,"8th St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"341 EIGHTH ST.           ","341 EIGHTH ST.","Jersey City",NJ,40.72715,-74.049,1,rooftop,341,"8th St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"339.5 EIGHTH STREET      ","339.5 EIGHTH STREET","Jersey City",NJ,40.726759,-74.045198,0.8,street_center,,"8th St","Jersey City",NJ,"Hudson County",07302,US,"TIGER/Line® dataset from the US Census Bureau"
"339 EIGHTH ST.           ","339 EIGHTH ST.","Jersey City",NJ,40.727139,-74.048874,1,rooftop,339,"8th St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"337 EIGHTH ST.           ","337 EIGHTH ST.","Jersey City",NJ,40.727134,-74.048815,1,rooftop,337,"8th St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"335.5 EIGHTH STREET      ","335.5 EIGHTH STREET","Jersey City",NJ,40.726759,-74.045198,0.8,street_center,,"8th St","Jersey City",NJ,"Hudson County",07302,US,"TIGER/Line® dataset from the US Census Bureau"
"335 EIGHTH ST.           ","335 EIGHTH ST.","Jersey City",NJ,40.727077,-74.0487,1,rooftop,335,"8th St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"481 MONMOUTH ST.         ","481 MONMOUTH ST.","Jersey City",NJ,40.726968,-74.048842,1,rooftop,481,"Monmouth St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"479 MONMOUTH ST.         ","479 MONMOUTH ST.","Jersey City",NJ,40.726889,-74.048728,1,rooftop,479,"Monmouth St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"477 MONMOUTH ST.         ","477 MONMOUTH ST.","Jersey City",NJ,40.726837,-74.048737,1,rooftop,477,"Monmouth St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"475 MONMOUTH ST.         ","475 MONMOUTH ST.","Jersey City",NJ,40.726769,-74.048747,1,rooftop,475,"Monmouth St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"471 MONMOUTH ST.         ","471 MONMOUTH ST.","Jersey City",NJ,40.726627,-74.048857,1,rooftop,471,"Monmouth St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"334 SEVENTH ST.          ","334 SEVENTH ST.","Jersey City",NJ,40.726653,-74.049156,1,rooftop,334,"7th St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"336 SEVENTH ST.          ","336 SEVENTH ST.","Jersey City",NJ,40.726661,-74.049246,1,rooftop,336,"7th St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"340 SEVENTH ST.          ","340 SEVENTH ST.","Jersey City",NJ,40.726676,-74.049425,1,rooftop,340,"7th St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"352 SEVENTH ST.          ","352 SEVENTH ST.","Jersey City",NJ,40.726724,-74.049944,1,rooftop,352,"7th St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"354 SEVENTH ST.          ","354 SEVENTH ST.","Jersey City",NJ,40.72673,-74.050039,1,rooftop,354,"7th St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"354.5 SEVENTH STREET     ","354.5 SEVENTH STREET","Jersey City",NJ,40.726047,-74.045287,0.8,street_center,,"7th St","Jersey City",NJ,"Hudson County",07302,US,"TIGER/Line® dataset from the US Census Bureau"
"325 NINTH ST.            ","325 NINTH ST.","Jersey City",NJ,40.728521,-74.048198,1,rooftop,325,"9th St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"323 NINTH ST.            ","323 NINTH ST.","Jersey City",NJ,40.728569,-74.048103,1,rooftop,323,"9th St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"321 NINTH ST.            ","321 NINTH ST.","Jersey City",NJ,40.728563,-74.048031,1,rooftop,321,"9th St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"319 NINTH ST.            ","319 NINTH ST.","Jersey City",NJ,40.728557,-74.04796,1,rooftop,319,"9th St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"317 NINTH ST.            ","317 NINTH ST.","Jersey City",NJ,40.72855,-74.047888,1,rooftop,317,"9th St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"315 NINTH ST.            ","315 NINTH ST.","Jersey City",NJ,40.728544,-74.047816,1,rooftop,315,"9th St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"313 NINTH ST.            ","313 NINTH ST.","Jersey City",NJ,40.728538,-74.047745,1,rooftop,313,"9th St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"311 NINTH ST.            ","311 NINTH ST.","Jersey City",NJ,40.728531,-74.047673,1,rooftop,311,"9th St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"309 NINTH ST.            ","309 NINTH ST.","Jersey City",NJ,40.728525,-74.047601,1,rooftop,309,"9th St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"307 NINTH ST.            ","307 NINTH ST.","Jersey City",NJ,40.728519,-74.047529,1,rooftop,307,"9th St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"305 NINTH ST.            ","305 NINTH ST.","Jersey City",NJ,40.728512,-74.047458,1,rooftop,305,"9th St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"303 NINTH ST.            ","303 NINTH ST.","Jersey City",NJ,40.728506,-74.047386,1,rooftop,303,"9th St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"301 NINTH ST.            ","301 NINTH ST.","Jersey City",NJ,40.7285,-74.047314,1,rooftop,301,"9th St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"299 NINTH ST.            ","299 NINTH ST.","Jersey City",NJ,40.728494,-74.047243,1,rooftop,299,"9th St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"297 NINTH ST.            ","297 NINTH ST.","Jersey City",NJ,40.728487,-74.047171,1,rooftop,297,"9th St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"295 NINTH ST.            ","295 NINTH ST.","Jersey City",NJ,40.728478,-74.047068,1,rooftop,295,"9th St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"169.5 COLES ST.          ","169.5 COLES ST.","Jersey City",NJ,40.726197,-74.047023,0.8,street_center,,"Coles St","Jersey City",NJ,"Hudson County",07302,US,"TIGER/Line® dataset from the US Census Bureau"
"169 COLES ST.            ","169 COLES ST.","Jersey City",NJ,40.728427,-74.046839,1,rooftop,169,"Coles St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"167.5 COLES STREET       ","167.5 COLES STREET","Jersey City",NJ,40.726197,-74.047023,0.8,street_center,,"Coles St","Jersey City",NJ,"Hudson County",07302,US,"TIGER/Line® dataset from the US Census Bureau"
"167 COLES ST.            ","167 COLES ST.","Jersey City",NJ,40.728357,-74.046828,1,rooftop,167,"Coles St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"165.5 COLES STREET       ","165.5 COLES STREET","Jersey City",NJ,40.726197,-74.047023,0.8,street_center,,"Coles St","Jersey City",NJ,"Hudson County",07302,US,"TIGER/Line® dataset from the US Census Bureau"
"165 COLES ST.            ","165 COLES ST.","Jersey City",NJ,40.728289,-74.046838,1,rooftop,165,"Coles St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"163.5 COLES ST.          ","163.5 COLES ST.","Jersey City",NJ,40.726197,-74.047023,0.8,street_center,,"Coles St","Jersey City",NJ,"Hudson County",07302,US,"TIGER/Line® dataset from the US Census Bureau"
"163 COLES ST.            ","163 COLES ST.","Jersey City",NJ,40.728221,-74.046849,1,rooftop,163,"Coles St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"161.5 COLES STREET       ","161.5 COLES STREET","Jersey City",NJ,40.726197,-74.047023,0.8,street_center,,"Coles St","Jersey City",NJ,"Hudson County",07302,US,"TIGER/Line® dataset from the US Census Bureau"
"161 COLES ST.            ","161 COLES ST.","Jersey City",NJ,40.728152,-74.04686,1,rooftop,161,"Coles St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"159.5 COLES ST.          ","159.5 COLES ST.","Jersey City",NJ,40.726197,-74.047023,0.8,street_center,,"Coles St","Jersey City",NJ,"Hudson County",07302,US,"TIGER/Line® dataset from the US Census Bureau"
"159 COLES ST.            ","159 COLES ST.","Jersey City",NJ,40.728084,-74.04687,1,rooftop,159,"Coles St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"157.5 COLES STREET       ","157.5 COLES STREET","Jersey City",NJ,40.726197,-74.047023,0.8,street_center,,"Coles St","Jersey City",NJ,"Hudson County",07302,US,"TIGER/Line® dataset from the US Census Bureau"
"157 COLES ST.            ","157 COLES ST.","Jersey City",NJ,40.728016,-74.046881,1,rooftop,157,"Coles St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"155.5 COLES STREET       ","155.5 COLES STREET","Jersey City",NJ,40.726197,-74.047023,0.8,street_center,,"Coles St","Jersey City",NJ,"Hudson County",07302,US,"TIGER/Line® dataset from the US Census Bureau"
"155 COLES ST.            ","155 COLES ST.","Jersey City",NJ,40.727954,-74.046954,1,rooftop,155,"Coles St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"292 PAVONIA AVE.         ","292 PAVONIA AVE.","Jersey City",NJ,40.727967,-74.047073,1,rooftop,292,"Pavonia Ave","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"294 PAVONIA AVE.         ","294 PAVONIA AVE.","Jersey City",NJ,40.727973,-74.047133,1,rooftop,294,"Pavonia Ave","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"296 PAVONIA AVE.         ","296 PAVONIA AVE.","Jersey City",NJ,40.727978,-74.047192,1,rooftop,296,"Pavonia Ave","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"298 PAVONIA AVE.         ","298 PAVONIA AVE.","Jersey City",NJ,40.727983,-74.047245,1,rooftop,298,"Pavonia Ave","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"298.5 PAVONIA AVENUE     ","298.5 PAVONIA AVENUE","Jersey City",NJ,40.731095,-74.057442,0.8,street_center,,"Pavonia Ave","Jersey City",NJ,"Hudson County",07306,US,"TIGER/Line® dataset from the US Census Bureau"
"300 PAVONIA AVE.         ","300 PAVONIA AVE.","Jersey City",NJ,40.72799,-74.047334,1,rooftop,300,"Pavonia Ave","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"300.5 PAVONIA AVE.       ","300.5 PAVONIA AVE.","Jersey City",NJ,40.731095,-74.057442,0.8,street_center,,"Pavonia Ave","Jersey City",NJ,"Hudson County",07306,US,"TIGER/Line® dataset from the US Census Bureau"
"302 PAVONIA AVE.         ","302 PAVONIA AVE.","Jersey City",NJ,40.727998,-74.047424,1,rooftop,302,"Pavonia Ave","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"302.5 PAVONIA AVENUE     ","302.5 PAVONIA AVENUE","Jersey City",NJ,40.731095,-74.057442,0.8,street_center,,"Pavonia Ave","Jersey City",NJ,"Hudson County",07306,US,"TIGER/Line® dataset from the US Census Bureau"
"304 PAVONIA AVE          ","304 PAVONIA AVE","Jersey City",NJ,40.728016,-74.047626,1,rooftop,304,"Pavonia Ave","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"310 PAVONIA AVE.         ","310 PAVONIA AVE.","Jersey City",NJ,40.728031,-74.04779,1,rooftop,310,"Pavonia Ave","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"310.5 PAVONIA AVE.       ","310.5 PAVONIA AVE.","Jersey City",NJ,40.731095,-74.057442,0.8,street_center,,"Pavonia Ave","Jersey City",NJ,"Hudson County",07306,US,"TIGER/Line® dataset from the US Census Bureau"
"312 PAVONIA AVE.         ","312 PAVONIA AVE.","Jersey City",NJ,40.728041,-74.047909,1,rooftop,312,"Pavonia Ave","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"314 PAVONIA AVE.         ","314 PAVONIA AVE.","Jersey City",NJ,40.728046,-74.047969,1,rooftop,314,"Pavonia Ave","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"314.5 PAVONIA AVENUE     ","314.5 PAVONIA AVENUE","Jersey City",NJ,40.731095,-74.057442,0.8,street_center,,"Pavonia Ave","Jersey City",NJ,"Hudson County",07306,US,"TIGER/Line® dataset from the US Census Bureau"
"316 PAVONIA AVE.         ","316 PAVONIA AVE.","Jersey City",NJ,40.728057,-74.048089,1,rooftop,316,"Pavonia Ave","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"318 PAVONIA AVE.         ","318 PAVONIA AVE.","Jersey City",NJ,40.728062,-74.048141,1,rooftop,318,"Pavonia Ave","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"318.5 PAVONIA AVENUE     ","318.5 PAVONIA AVENUE","Jersey City",NJ,40.731095,-74.057442,0.8,street_center,,"Pavonia Ave","Jersey City",NJ,"Hudson County",07306,US,"TIGER/Line® dataset from the US Census Bureau"
"320 PAVONIA AVE.         ","320 PAVONIA AVE.","Jersey City",NJ,40.728069,-74.048231,1,rooftop,320,"Pavonia Ave","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"320.5 PAVONIA AVE.       ","320.5 PAVONIA AVE.","Jersey City",NJ,40.731095,-74.057442,0.8,street_center,,"Pavonia Ave","Jersey City",NJ,"Hudson County",07306,US,"TIGER/Line® dataset from the US Census Bureau"
"508 MONMOUTH ST.         ","508 MONMOUTH ST.","Jersey City",NJ,40.728206,-74.048252,1,rooftop,508,"Monmouth St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"508.5 MONMOUTH STREET    ","508.5 MONMOUTH STREET","Jersey City",NJ,40.723068,-74.049253,0.8,street_center,,"Monmouth St","Jersey City",NJ,"Hudson County",07302,US,"TIGER/Line® dataset from the US Census Bureau"
"510 MONMOUTH ST.         ","510 MONMOUTH ST.","Jersey City",NJ,40.728274,-74.048241,1,rooftop,510,"Monmouth St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"510.5 MONMOUTH STREET    ","510.5 MONMOUTH STREET","Jersey City",NJ,40.723068,-74.049253,0.8,street_center,,"Monmouth St","Jersey City",NJ,"Hudson County",07302,US,"TIGER/Line® dataset from the US Census Bureau"
"48-50 WEST HAMILTON PLACE","48-50 WEST HAMILTON PLACE","Jersey City",NJ,40.728371,-74.0461,1,rooftop,50,"W Hamilton Pl","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"46 W. HAMILTON PL.       ","46 W. HAMILTON PL.","Jersey City",NJ,40.728258,-74.046097,1,rooftop,46,"W Hamilton Pl","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"44 W. HAMILTON PL.       ","44 W. HAMILTON PL.","Jersey City",NJ,40.728223,-74.046102,1,rooftop,44,"W Hamilton Pl","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"42 W. HAMILTON PL.       ","42 W. HAMILTON PL.","Jersey City",NJ,40.728189,-74.046108,1,rooftop,42,"W Hamilton Pl","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"40 W. HAMILTON PL.       ","40 W. HAMILTON PL.","Jersey City",NJ,40.728155,-74.046113,1,rooftop,40,"W Hamilton Pl","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"38 W.HAMILTON PL.        ","38 W.HAMILTON PL.","Jersey City",NJ,40.728094,-74.046173,1,rooftop,38,"Whamilton Pl","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"38 W. HAMILTON PLACE     ","38 W. HAMILTON PLACE","Jersey City",NJ,40.72809,-74.046129,1,rooftop,38,"W Hamilton Pl","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"34 W. HAMILTON PL.       ","34 W. HAMILTON PL.","Jersey City",NJ,40.728053,-74.046129,1,rooftop,34,"W Hamilton Pl","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"32 W. HAMILTON PL.       ","32 W. HAMILTON PL.","Jersey City",NJ,40.728019,-74.046134,1,rooftop,32,"W Hamilton Pl","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"30 W.HAMILTON PLACE      ","30 W.HAMILTON PLACE","Jersey City",NJ,40.726001,-74.047304,0.33,place,,,"Jersey City",NJ,"Hudson County",07302,US,"TIGER/Line® dataset from the US Census Bureau"
"28 W.HAMILTON PL.        ","28 W.HAMILTON PL.","Jersey City",NJ,40.726001,-74.047304,0.33,place,,,"Jersey City",NJ,"Hudson County",07302,US,"TIGER/Line® dataset from the US Census Bureau"
"26 W.HAMILTON PL.        ","26 W.HAMILTON PL.","Jersey City",NJ,40.726001,-74.047304,0.33,place,,,"Jersey City",NJ,"Hudson County",07302,US,"TIGER/Line® dataset from the US Census Bureau"
"280 PAVONIA AVE.         ","280 PAVONIA AVE.","Jersey City",NJ,40.727906,-74.04638,1,rooftop,280,"Pavonia Ave","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"282 PAVONIA AVE.         ","282 PAVONIA AVE.","Jersey City",NJ,40.727912,-74.04644,1,rooftop,282,"Pavonia Ave","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"284 PAVONIA AVE.         ","284 PAVONIA AVE.","Jersey City",NJ,40.727917,-74.046499,1,rooftop,284,"Pavonia Ave","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"286 PAVONIA AVE.         ","286 PAVONIA AVE.","Jersey City",NJ,40.727922,-74.046559,1,rooftop,286,"Pavonia Ave","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"288 PAVONIA AVE.         ","288 PAVONIA AVE.","Jersey City",NJ,40.727973,-74.046614,1,rooftop,288,"Pavonia Ave","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"158 COLES ST.            ","158 COLES ST.","Jersey City",NJ,40.728061,-74.046601,1,rooftop,158,"Coles St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"158.5 COLES STREET       ","158.5 COLES STREET","Jersey City",NJ,40.726197,-74.047023,0.8,street_center,,"Coles St","Jersey City",NJ,"Hudson County",07302,US,"TIGER/Line® dataset from the US Census Bureau"
"160 COLES ST.            ","160 COLES ST.","Jersey City",NJ,40.728139,-74.046508,1,rooftop,160,"Coles St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"164 COLES ST.            ","164 COLES ST.","Jersey City",NJ,40.728197,-74.04658,1,rooftop,164,"Coles St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"164.5 COLES STREET       ","164.5 COLES STREET","Jersey City",NJ,40.726197,-74.047023,0.8,street_center,,"Coles St","Jersey City",NJ,"Hudson County",07302,US,"TIGER/Line® dataset from the US Census Bureau"
"166 COLES ST.            ","166 COLES ST.","Jersey City",NJ,40.728265,-74.04657,1,rooftop,166,"Coles St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"166.5 COLES STREET       ","166.5 COLES STREET","Jersey City",NJ,40.726197,-74.047023,0.8,street_center,,"Coles St","Jersey City",NJ,"Hudson County",07302,US,"TIGER/Line® dataset from the US Census Bureau"
"168 COLES ST.            ","168 COLES ST.","Jersey City",NJ,40.728384,-74.04655,1,rooftop,168,"Coles St","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"25 MC WILLIAMS PL.       ","25 MC WILLIAMS PL.","Jersey City",NJ,40.727864,-74.043595,1,rooftop,25,"Mc Williams Pl","Jersey City",NJ,"Hudson County",07304,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"232 PAVONIA AVE.         ","232 PAVONIA AVE.","Jersey City",NJ,40.728031,-74.043939,1,rooftop,232,"Pavonia Ave","Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
